name,address,characteristics,time,transport,tags,reference
雞玉錦拉麵Nishiki-桃園華泰店,320桃園市中壢區春德路189號3樓,"錦集團之創立,1994年「雞玉錦拉麵」誕生於日本秋田縣大館市。以秋田縣為中心、錦集團擴展多家店舗、依毎家店舗調製不同口味，目前台灣桃園為第一家分店，總計台灣有四家分店。",11:00–21:00,林口長庚醫院／A8長庚醫院站,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,Stars Yang - 雞湯柚子鹽味拉麵   http://bit.ly/2SG5nnE   
麵屋Luna,320桃園市中壢區新中北路240號,湯頭濃郁卻又清爽不膩，叉燒肉不油膩又夠柔軟，店裡還有一處 提供客人掛外套，免費續湯又續麵，划算超值。,11:00–14:00、17:00–21:00,中原大學,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,張逸民 - 月盛肉花豚骨拉麵   http://bit.ly/2HaP138   邱炳憲-月之雞骨拉麵   https://bit.ly/3aUapXa   
小判 拉麵專門店,333桃園市龜山區明德路318號,銘傳大學附近的拉麵店，深受學生族群喜愛。價格平易近人且講究水準，時常會提早賣完或是出現品質問題臨時休息，出發前記得確認粉專訊息。,週一-五 16:30-21:00週六 公休週日 16:30-21:00,銘傳大學,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Stars Yang - 醬油豚骨   https://bit.ly/3fWSj9I   Stars Yang - 鹽味豚骨   http://bit.ly/2SDa2a7   Stars Yang - 醬油豚骨+味噌豚骨   http://bit.ly/2QniBsS   
神虎拉麵kamitora,300新竹市北區北門街170號,於2019年7月復業，主打豚骨湯頭，詳情可察看下方網友食記。,週一-五 11:00~14:30、17:00~00:00週六-日 11:00~15:00、17:00~00:00週二 公休,新竹長和宮,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,邱汶 - 濃厚豚骨拉麵   https://bit.ly/3bZLwu1   Hsing Chuan Chen-濃厚豚骨拉麵   http://bit.ly/38d4v1K   月の 樹 - 雞白湯拉麵   http://bit.ly/36Tx18O   
麵屋一虎 ICHI TORA,320桃園市中壢區中央東路36號,麵屋一虎位於中壢火車站附近，步行約8-10分鐘左右，這裡只要一百多元就能吃到配料豐盛的拉麵，排隊人潮不斷，但服務非常貼心。,週一~五 11:30~14:00、17:00~21:00週六~日 11:30~21:00,中壢火車站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,曾允廷 - 濃厚雞白湯   https://bit.ly/2z68g9Y   
嘿．傑克,320桃園市中壢區大仁二街18-3號,餐點部分很棒，吃法說明仔細很細心！雖店面沒有過多裝飾，但麵體、湯頭、叉燒皆有其特色，廣受當地學生好評且為排隊店家。,週一-五 11:30–13:00、17:30–19:00週六-日 未營業,中原大學,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,陳逸凡 - 豚骨魚介沾麵   https://bit.ly/2z0b7kU   
許諺屋,330桃園市桃園區樹仁三街23號,雖然不是正統的日式拉麵吃起來倒也沒太多的台味，也沒有標榜師出名門，但許諺屋許了我一碗好吃的麵。定食口味偏淡，女仕可能會比較喜歡。,週二 未營業週三-一 11:30–14:00、17:30–20:00,住都大飯店,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Lien Kao-濃厚蝦湯叉燒拉麵   http://bit.ly/2mBSsZe   Kuo Jason-濃厚叉燒豚骨拉麵   http://bit.ly/2mbiWAM   
麵家 勝八,333桃園市龜山區復興一路62號,師承日本大阪的麵家八兵衛，強調自家製麵，使用日本麵粉，且麵體加入柚子皮擁有柚香味道是最大特色的主打，也是當地知名排隊拉麵店。,週一-六 12:00–14:00、18:00–20:30週日 未營業,林口長庚醫院／A8長庚醫院站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Stars Yang -豚骨醬油拉麵   http://bit.ly/30z7Jdh   Stars Yang - 豚骨醬油拉麵   https://bit.ly/2FaGrmq   陳廷安 - 豚骨味噌拉麵   https://bit.ly/2DxWvwX   
麵屋偶 拉麵本也-新竹東門店,300新竹市東區大同路86號300,位於東門市場攤位1160來自於沖繩的拉麵名店，口味清新不油膩，值得推薦 !!2020年12月2日菜單更改為二郎系專賣店，詳情請見下方食記。,17:00~23:00週一 公休,新竹東門,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #二郎風,Hsing Chuan Chen - 咖哩拉麵   https://bit.ly/391X94V   Hsing Chuan Chen --青醬拉麵   https://bit.ly/2Hnr2ko   Hsing Chuan Chen - 清淡煮干拉麵加蛋+濃厚煮干豚骨拉麵   https://bit.ly/3hLx235   
伍拉麵,320桃園市中壢區中北路70號,前身為五拉麵，於2019年8月重新開幕。該店五種特色湯頭是其最大特色，每種湯頭都有該特色和代表顏色，同時也是當地的排隊名店。,週一-五 17:30–20:30週六-日 11:30–14:00、17:30–20:30,中原大學,#ramentw #台灣拉麵愛好會 #拉麵,邱炳憲 - 蔥味梅花叉燒拉麵   https://bit.ly/2JRBRbo   
無常拉麵,334桃園市八德區廣福路689號,開業於2019年9月，以雞湯為主體的拉麵店，有雞清湯與雞白湯二種鹽味湯頭，口味為台日混合，屬於入門級別的拉麵店，詳情可察看下方網友食記。,17:30~21:30週一 公休,宜廉汽車,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #雞清 #柑橘,徐世威 - 鹽味雞白湯拉麵   http://bit.ly/2rOnrUX   喬祥 - 鹽味雞清湯   http://bit.ly/2PRLiuQ   GinSam Sun - 鹽味雞白湯拉麵   http://bit.ly/2LXIhs2   
山形心心-新竹店,300新竹市東區林森路18號,位於晶品城B1。將製麵者的心跟客人的心連繫在一起，為紀念此願景日本山形總店取名為心心，在台灣也希望能用此日本傳統精神將日本跟台灣人的心彼此更加靠近，故與日本總店取同名。,週一-四 11:00 - 21:30週五-日 11:00 - 22:00,晶品城／東門大排水溝,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #二郎風,楊德輝 - 辛味噌拉麵   https://bit.ly/2MOnHdw   林小逼 - 魚豚野郎(中)   https://bit.ly/2MrYVBz   Candy Yang - 魚豚野郎(大)   https://bit.ly/2Ma1FE2   
麵屋一擊,320桃園市中壢區慈惠三街108巷10號,由日本長井先生領軍指導，首次來台開創道地日式拉麵」，這裡的拉麵「延承正統九州道地口味」,11:30–14:00、17:00–21:00,中壢SOGO,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,邱炳憲-特濃鷄骨和牛拉麵   http://bit.ly/33LELIq   
一風堂桃園高鐵店,320桃園市中壢區高鐵北路一段6號,桃園高鐵站8號出口處，一風堂在桃園的第一家店，而且是「拉麵專門店」，而不是跟台北一樣的「拉麵餐廳」。拉麵專門店跟日本的一風堂是較為接近的。,10:00–22:00,桃園高鐵站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi   
麵心無界,320桃園市中壢區力行北街50號,於2020年1月11日開業，原有豚骨與雞白湯系，目前以雞白湯為主軸，詳情可察看下方網友食記。,17:30~21:00,力行北街,#ramentw #台灣拉麵愛好會 #拉麵 #雞白,李奇來 - 雞白湯拉麵、泡系雞湯   https://bit.ly/2x9tdTH   陳柏安 - 雞白湯‧豐盛   http://bit.ly/2w56OpW   
誠屋拉麵-桃機二航站店,無提供地址資訊,本店於2019年12月28日開幕，是以牛骨湯頭為主軸的店家，牛骨清爽，配菜多變的店家，店內除了有雞骨牛骨等品項，也有台灣限定的肉味噌等，同時其亦有擔擔麵與叉燒丼飯等選擇，相當多變。,10:00–23:00,桃園機場／捷運二航廈站,#ramentw #台灣拉麵愛好會 #拉麵 #牛骨,朱禾 - 牛骨白湯   https://bit.ly/2C6u9KR   吳俊青 - 牛骨白湯拉麵   https://bit.ly/2O8cSBh   邱炳憲 - 特製牛骨白湯拉麵   https://bit.ly/2yyB0Ik   
九湯屋-新竹光復總店,300新竹市東區光復路一段99號,一個無心插柳的小路邊攤，也能讓價格高不可攀的日本拉麵，轉變成平價美食，創立九湯屋日本拉麵的目的，是要讓顧客能夠沒壓力的享用我們用心製作的拉麵。,11:00–14:00、17:00–22:00,台鐵竹中火車站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Mudu Yang - 東京醬油拉麵   http://bit.ly/2JIr05D   
麵屋。濃(林口長庚店),333桃園市龜山區文化一路10巷42弄47號,首店開業於2016年6月，使用大量的日式木質裝潢，湯味濃，湯稠度中等偏低，味道偏柔和雞唐揚串和是該店最大的特色。同時可以客製化服務，這是符合大部份台灣人喜愛的日式風格拉麵店，詳情可察看下方網友食記。,11:30–14:00、17:30–21:00,林口長庚醫院／A8長庚醫院站約3分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Chris Chou - 元祖豚骨拉麵   http://bit.ly/2LIZbwi   llie Chinen - 焙煎味增叉燒拉麵   http://bit.ly/2LLxxyQ   邱炳憲 - 特盛煮干豚骨拉麵   http://bit.ly/2LITT3K   
織田信長,320桃園市中壢區環西路二段366巷10號,開幕於2016年7月，以蝦湯為主體，亦不時有蝦蟹海鮮湯限定與麵友們共享，可察看下方網友食記。,12:00~14:30、17:30~21:30,中壢國民運動中心,#ramentw #台灣拉麵愛好會 #拉麵 #魚介 #蝦蟹,王立民 - 松露蝦味淡麗、松露蝦味濃厚   https://bit.ly/30D8uCI   
麵屋北辰 めん処北辰,330桃園市桃園區復興路127號二樓,"*食べログ-->靜岡縣第一名人氣拉麵店""めん処 藤堂""在台姊妹店，此店位於桃園火車站商圈拉麵激戰區內少見的獨立店家，店舖位於2樓的位置，大多數麵友推薦此店首選為鹽味及沾麵，詳情請見下方食記。",10:30–00:00,桃園火車站,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵,David Lai - 冬月鹽味   http://bit.ly/2w8I0d7   廖雪 - 冬月拉麵套餐   http://bit.ly/31Kp2YZ   
(1215閉店)ラーメン拉麵專門店-新竹店,300新竹市東區關新東路256號,11月9日起，二人同行，第二碗拉麵免費。2020年4月更名為ラーメン拉麵專門店，詳情請見下方食記。,11:00~22:00,日光公園,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Sky Walker-濃厚豚骨拉麵   https://bit.ly/3frqPYJ   
(1026暫休)ラーメン拉麵專門店-竹北店(十二月重開),302新竹縣竹北市縣政二路245號,2020年4月更名為ラーメン拉麵專門店，詳情請見下方食記。,11:00~22:00,縣政二路／日盛銀行,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Sky Walker-濃厚豚骨拉麵   https://bit.ly/3frqPYJ   
一風堂EXPRESS-新竹巨城店,300新竹市東區中央路229號4樓,本店位於新竹巨城4樓。一風堂成立於 1985 年，發源自博多。創業者河原成美打造出貼心、溫暖且充滿活力的用餐氣氛，從此顛覆了日本拉麵文化。2008 年起，一風堂陸續在紐約、新加坡、首爾、香港等地開店，成立之初即為當地拉麵市場帶來一番新氣象。時至今日，一風堂仍以拉麵界的先驅之姿，在全球掀起陣陣旋風。,週日-週四11:00 - 21:30週五-週六11:00 - 22:00,新竹巨城,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,Nora Neko - 京都黑醬油拉麵(限定)   https://bit.ly/2KS5cS9   David Lai - 海老沾麵(限定)   https://bit.ly/2OyV3Ms   Daxon Tsai - 海老沾麵(限定)   https://bit.ly/2PaoNAi   
滝禾製麵所-苗栗大埔店,360苗栗縣苗栗市大埔街35號,開幕於2019年8月，本店的味道以豚骨湯、雞湯為主軸，平價美味深受在地顧客喜愛，詳情請見下方食記。,11:30 - 22:00,苗栗市公所,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞骨,熊本熊 - 濃醇咖喱牛五花拉麵   http://bit.ly/2SdotVq   吳俊青 - 原味肋眼叉燒   http://bit.ly/35JalXT   林浩子 - 原味拉麵   http://bit.ly/2sRZjRj   
味の時計台,320桃園市中壢區中園路二段501號 GBF,味の時計台之前在台北有台灣1號店，現在也在中壢大江5樓開立了桃園第一家店，希望大家不用到北海道，也能品嚐到這來自北國的美味。,11:00–22:00,大江購物中心,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,鄭孟哲 - 炙燒豚骨拉麵   http://bit.ly/2NYN53z   蔡宜芳 - 味增野菜／餃子   http://bit.ly/2GgUbu6   
涼太拉麵 - ラーメン涼太,"26號, Zhubei, 成功十二街竹北市新竹縣302",安斉はやし先生在開業期間收了幾名學徒，其中一位來自台灣，也就是ラーメン涼太的老闆りょう桑（小六），他將安斉はやし先生精燉慢熬１８小時的湯頭風味帶回台灣，要讓饕客們感受那一湯入魂的難忘滋味.,11:30–14:00、17:30–23:00,竹北市,#ramentw #台灣拉麵愛好會 #拉麵,Bibby Lee - 涼太w拉麵／涼太辛味噌拉麵   http://bit.ly/2VIkNhb   
熱烈一番拉麵,337台灣桃園市大園區,日本大夢集團，緣起於只有「七坪半的小店」，昭和47年(1972年)一號店於三重縣松阪市開幕，在日本關西地區已開設一百多家分店，海外連鎖包含台灣、新加坡等等，來到台灣展店已經有10年之久。,11:00–22:00,桃拾廣場商圈,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,吳俊青 - 豚骨白湯麵   http://bit.ly/2LNpYIj   
富山黑拉麵-桃機二航站店,337桃園市大園區航站南路9號,位於第二航廈 B2美食廣場 F -03櫃位。來自日本富山的黑醬油拉麵，其湯頭醬色高雅，豬叉燒相當軟嫩，此外亦有雞湯、激辛雞湯與低溫雞叉燒等品項可供選擇。,11:30–21:30,桃園機場／捷運二航廈站,#ramentw #台灣拉麵愛好會 #拉麵 #醬油,吳俊青 - 富山黑醬油味玉拉麵   https://bit.ly/2Na4EMo   
川又屋日式拉麵,"1F, No. 1193號中正路桃園區桃園市330","川又是日本老闆兼主廚的姓氏，地點位於桃園藝文特區。該店""妖怪醬""是其特色，不怕辣的麵友建議嘗試。",週一-二 未營業週三-五 11:30–14:00、17:00–21:00週六-日 11:30–14:30、17:00–21:00,桃園藝文特區,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Softman Chen - 東京雞汁醬油拉麵   https://bit.ly/2zGJkW3   吳俊青 - 濃縮二倍豚骨拉麵   https://bit.ly/2JSBmhv   Stars Yang - 豚骨醬油+妖怪醬   http://bit.ly/2EmCsCh   
東京豚骨 釜本舖,302新竹縣竹北市文興路二段56號號,這家東京豚骨釜本舖是由來自日本的師傅開設，奶白色的豚骨湯頭是招牌，詳情請見下方食記。,11:30–14:00、17:30–20:30週一 公休10/1.2.3.4.16.17.18 公休,竹北市極光琉璃,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Larry Van-豚骨醬油拉麵   http://bit.ly/2Zwj2VF   陳榆凱 - 鹽味豚骨拉麵／醬油豚骨拉麵   http://bit.ly/2Lp9wdE   
拾貳麵舖,324桃園市平鎮區復旦路二段150巷283號,開幕於2020年4月1日，以雞湯為主體，亦有販售丼飯，可察看下方網友食記。,11:30~14:00、17:30~20:30週一 公休,頂好平鎮二店,#ramentw #台灣拉麵愛好會 #拉麵 #雞白 #魚介雞骨 #淡麗 #柚子,蔡佳頤 - 招牌柚香鹽味拉麵   https://bit.ly/2ODh0Mh   蔡佳頤 - 招牌柚香鹽味拉麵   https://bit.ly/32vasaz   
嵐沺拉麵,300新竹市東區南門街77號,開幕於2015年5月15日，以豚骨為主體，可察看下方網友食記。,11:30~14:00、17:00~21:00週一 公休,南門街,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Hsing Chuan Chen - 雞白湯拉麵   https://bit.ly/3hyq5lO   
麵家三士-桃園華泰店,320桃園市中壢區春德路189號,本店位於華泰名品城2樓美食街。「三士」是源自於日本明治維新三傑－西鄉隆盛、木戶孝允及大久保利通。其中西鄉隆盛更是是將薩摩島(即現今鹿兒島)的眼界拓展到世界的中心人物。「麵家三士」就是希望發揮明治維新三位志士的精神，要將最棒的鹿兒島拉麵推廣給全世界的人知道，而成立的品牌。三士拉麵的湯底是用豬骨，特別是頭骨以及蔬菜經過數十小時熬煮而成的半濁湯頭。,11:00–21:00,華泰名品城／捷運桃園高鐵站,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #限定,魏志利 - 龍馬三士拉麵   http://bit.ly/2UUBfLb   程銘奕 - 華麗三士拉麵   http://bit.ly/2ZqWvXl   
11番町豚骨拉麵,333桃園市龜山區文化三路106-1號,《11番町豚骨拉麵》已經增加了非常多種口味的拉麵與小菜，位子也多了一些，店裡的氣氛就是可以聊天且大家一起看店裡懸掛電視的台式餐廳。,11:00–14:00、17:00–20:30,林口長庚醫院／A8長庚醫院站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,無   
均晣溫度,358苗栗縣苑裡鎮新興路48號,深受在地人喜愛的台式拉麵店，價位平實，詳情請見下方食記。,11:00–13:30、17:00–20:00週二休息,苑裡市場,#ramentw #台灣拉麵愛好會 #拉麵,Tsao Ray - 醬油拉麵   https://bit.ly/2xP9PeX   陳彥穎 - 醬油拉麵   http://bit.ly/2tOYAhd   
京之林拉麵,358苗栗縣苑裡鎮中正路一段,深受在地人喜愛的台式拉麵店。,11:30–14:00、17:00–20:30,苑裡市場,#ramentw #台灣拉麵愛好會 #拉麵,無   
原味優品拉麵-苗栗總店(日本博多豚骨),360苗栗縣苗栗市民族路52號,在一番拉麵店狂開下，除了有各種日本來台拉麵也有不少台式拉麵陸續出現，本店的湯底風格為台式。在苗栗市這極端的環境中出現著這家拉麵店。,11:00–14:00、17:00–20:30,苗栗縣政府稅務局總局,#ramentw #台灣拉麵愛好會 #拉麵,吳俊青-博多原味豚骨拉麵   http://bit.ly/2lbdXQa   
Hiro's らぁ麵Kitchen-中壢店,320桃園市中壢區大勇一街35號,開業於2020年4月，是以豚骨湯頭為主體的拉麵店，本店的限定為咖哩拉麵，詳情可察看下方網友食記。,17:30~21:30週一 公休,大勇一街,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,星果汁 - 拉麵   http://bit.ly/2EIAXz6   
淺草咖哩蛋包,360苗栗縣苗栗市府前路96號,2020年2月開幕，是一間以咖哩為主的咖哩蛋包店，拉麵亦為定香，本店以豚湯為主體。味道深受在地民眾喜愛，詳情請見下方食記連結。,11:00-14:00、17:00-21:00,府前路貢茶,#ramentw #台灣拉麵愛好會 #豚骨 #拉麵 #咖哩,由你來寫第一篇   
