name,address,characteristics,time,transport,tags,reference
樂麵屋-板橋店,220新北市板橋區縣民大道二段7號Global Mall 環球板橋車站B1,公司創立於2006年，樂麵店目前有六家店，本店位於板橋車站環球購物中心B1，主打日式湯頭、無限加麵。大部份麵友們的評價評斷此間湯頭偏台日混合豚骨，加上不定時推出的限定麵食，深受學生以及上班族喜愛，本店限定是叉燒豬排咖哩拉麵，詳情可察看下方網友食記。,11:00–21:30(Last Order 20:30),板橋車站／板橋捷運站步行1分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無限免費加麵,Francesca Chuang - 焦蔥豚骨拉麵   http://bit.ly/2LQLLOV   Benson Chen - 叉燒辣辣豚骨拉麵   http://bit.ly/2vGfSxx   
二月ラーメン,251新北市淡水區中山北路一段74號,開業於2018年12月，有分為豚湯與雞湯二種湯底，詳情可察看下方網友食記。,11:30~14:00、17:00~01:00週二 休息,淡水中山北路拿坡里旁,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞湯,Stars Yang - 雞骨味噌二月拉麵 https://bit.ly/3oBd3IC   Raven Chen - 二月拉麵   https://bit.ly/3gt48ob   Stars Yang - 雞骨二月拉麵／叉燒飯   http://bit.ly/2IZaLz3   
田中そば,無提供地址資訊,原田中商店，2018年7月更名為 江龍軒，2020年5月更名為 江龍軒《田中そば》。2020年11月1日調整後再開。依照日本設定，耗時三天熬煮而成的豚骨湯頭(臭豚骨)，加上手工製作的極細麵，不但是台灣長濱拉麵的佼佼者，在日本也是榮獲Tabelog 2016拉麵大賞的人氣名店。,週一~四 11:00~21:30週五~日 11:00~22:00,林口三井outlet／機場捷運A9站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #臭味,Stars Yang - 醬油拉麵   https://bit.ly/31sFIGQ   
初原麵場-三峽本店,237新北市三峽區長福街10號3樓,在老街裡最靠近星空的拉麵-初原麵場日本料理烹調的特色就是著重在食材自然的原味原味是日本料理的主要精神我們保持著理想的初心我們堅持著食材的原味在三峽老街裡的紅磚樓頂上初原麵場-拉麵屋台將帶給您不一樣的味覺。視覺。感覺體驗。,週二~日 17:00–00:00週一 未營業,三峽祖師廟／頂埔站轉706公車或鶯歌車站轉5005公車,#ramentw #台灣拉麵愛好會 #拉麵  #豚骨,Stars Yang - 焙煎醬油豚骨拉麵/焙煎雞白湯拉麵   https://bit.ly/3dMniEV   王宇璋 - 醬油豚骨   https://bit.ly/2VCr0Z8   Raven Chen - 特盛雞白湯   http://bit.ly/2UFSJtp   
玄一拉麵 GENICHI RAMEN,247新北市蘆洲區復興路56號,於2020年2月開業，以豚骨湯為主軸，詳情可察看下方網友食記。,11:30~14:30、17:00~21:30(午場Last Order:14:00)、(晚場Last Order:21:00),三民高中／捷運三民高中站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,蔡旻原 - 醬油柚香雞湯拉麵   https://bit.ly/32kakKV   Bill Chang - 柚香雞湯醬油拉麵   https://bit.ly/2YxQUjs   Qureshout Matt - 醬油豚骨拉麵 https://bit.ly/2BHyNih   
百壽爺日式拉麵專門店,無提供地址資訊,創立於2017年9月，鄰近新店高中，店內有豚骨、醬油、辣味三種湯頭，價格都在兩百元內，可以免費加麵一次，相當平實的選擇。,"週一、二 11:30–14:00, 17:00–20:00週三 未營業週四-日 11:30–14:00, 17:00–20:00",新店高中／捷運小碧潭站,陳淑雯 - 叉燒秘製辛拉麵,夏元禹 - 白壽爺豚骨(青蔥)拉麵   http://bit.ly/2O47alb   DiGo Cho - 青蔥京都醬油拉麵   http://bit.ly/2uEAg2a   顧孟堯 - 濃湯豚骨
竹拉麵 関東清爽系豚骨,242新北市新莊區福營路87號,開業於2019年12月，以豚骨湯為主軸，自家製麵，採用竹竿壓麵是自家製麵特色，詳情可察看下方網友食記。,17:00~20:00週日、一 公休,輔仁大學／捷運輔大站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,柯安妮 - 豪華拉麵   https://bit.ly/3iKm4fs   Rock Wu - 豪華拉麵   http://bit.ly/39BTOYc   
屯京拉麵 林口三井店,無提供地址資訊,1992年源自東京池袋開店，主打是以豬大骨為基本，加上雞腳等素材，再調入特製秘方的香濃醬油所組成的東京豚骨拉麵。主打平價及CP值，香酥的炸雞也是該店的一大特色。在台北、台南、高雄皆有分店。,週一-四 11:00–21:30週五-日 11:00–22:00,林口三井outlet／機場捷運A9林口站,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,YenYu Chen - 魚介叉燒拉麵   http://bit.ly/2mwBYi0   許嘉欽 - 超值東京豚骨拉麵   http://bit.ly/2Lctuv6   
花月嵐 重新家樂福店,無提供地址資訊,主打為大蒜拳骨拉麵，全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,週一-五 11:00–21:10週六-日 10:30–21:30,三重重新家樂福／捷運先嗇宮站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,花王劉 - 海老出汁拉麵   http://bit.ly/2JI3ths   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   
花月嵐 新店家樂福店,無提供地址資訊,主打為大蒜拳骨拉麵，全台分店眾多且口味穩定一致，至今仍不斷推出許多限定拉麵是特色之一。桌上配菜辣韭菜是相當受到喜愛，炒飯更是麵友推薦必點項目，所以又有炒飯才是本體的傳說。,週一-五 11:00–21:10週六-日 10:30–21:30,新店家樂福／捷運七張站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,花王劉 - 海老出汁拉麵   http://bit.ly/2JI3ths   林致群 - 大蒜拳骨拉麵   http://bit.ly/2uLLdyo   
燈來拉麵,247新北市蘆洲區民族路248號1樓,開業於2018年11月，以豚骨湯為主體，亦有雞白湯，湯體走日台風格，不時販售限定拉麵與客人共享，詳情可察看下方網友食記。,11:30~14:30、17:00~21:00,板信商業銀行,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #無化調,周秋賢 - 豚骨拉麵   https://bit.ly/33zuuiV   李錦松 - 舒肥鴨蝦餛飩拉麵   Http://bit.ly/39gJnZj   櫻井亭佳 - 豚骨拉麵   http://bit.ly/2ncnY0b   
坂道拉麵,247新北市蘆洲區正和街7號1,開幕於2020年1月12日，主軸為豚骨與雞清湯頭，詳情可察看下方網友食記。,17:00~22:00週二 公休,正和街五福宮,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #雞清,Raven Chen - 豚骨叉燒拉麵   http://bit.ly/3cnk5Le   林妙鴒 - 坂道拉麵   http://bit.ly/37Wncq5   
麵屋。濃-三峽北大店,237新北市三峽區大義路199號,三峽當地的人氣拉麵店！湯稠度中等偏低，味道偏柔和是該店特色，臨近板橋火車站，並在點餐時可以客製化服務，這是符合大部份台灣人喜愛的日式風格拉麵店。此外唐揚串入拉麵是店家的特色，炸過後在烤研發的故事也很有趣。另外針對喜好濃郁口味的麵友也有出煮干拉麵來滿足。,11:30–14:00、17:30–21:00,遠雄藝術大道／開車至三鶯交流道下約6分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Jimmy Lai - 直火味噌拉麵、元祖豚雞拉麵   https://bit.ly/3j3rylP   Chris Chou - 元祖豚骨拉麵   http://bit.ly/2LIZbwi   Ellie Chinen - 焙煎味增叉燒拉麵   http://bit.ly/2LLxxyQ   
赤麵廠 - 新莊總店,242新北市新莊區四維路182巷2弄3號,開業於2016年3月，是屬於屋台形式的連鎖拉麵店，新莊在地人經常到此光臨，味覺層次感較弱，豚骨口感層次扁平，首推天神豚骨拉麵，是碗老少咸宜的拉麵，詳情可察看下方網友食記。,週一-三 18:00–01:00週四 未營業週五-日 18:00–01:00,四維市場／捷運丹鳳站步行10分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Jating Hong - 天神豚骨拉麵豪華版   http://bit.ly/2LMoMjZ   
赤麵廠 - 中和店,235新北市中和區和平街95號,繼新莊店之後，中和店開業於2018年6月，是屬於屋台形式的連鎖拉麵店，中和在地人於黃昏市場購物時，可順道來此嘗鮮，味道為豚骨系，湯頭味道偏弱，湯味厚度層次扁平，首推天神豚骨拉麵，是碗老少咸宜的拉麵。詳情可參考下方網友食記。,週一-日 18:00–01:00,和平黃昏市場／捷運景安站步行4分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Jating Hong - 天神豚骨拉麵豪華版   http://bit.ly/2LMoMjZ   
無二亭拉麵,220新北市板橋區仁化街64巷3號,開幕於2016年1月21日，板橋在地的拉麵店，有販售拉麵及飯類，本店深受在地民眾喜愛，其餘詳見下方食記。,"週二 17:30–20:30週三-日 11:30–14:00, 17:30–20:30週一 公休",文聖街／江子翠捷運站,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,由你來寫第一篇   
奧特拉麵 Ramen Ultra-板橋環球店,220新北市板橋區縣民大道二段7號B1-2F,"錦集團之創立,1994年「雞玉錦拉麵」誕生於日本秋田縣大館市。以秋田縣為中心、錦集團擴展多家店舗、依毎家店舗調製不同口味，目前台灣桃園為第一家分店，總計台灣有四家分店。此店型為雞玉錦旗下子品牌麵屋 Ultra，詳情請見下方食記。",11:00–21:30,板橋車站,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,Stars Yang - 雞湯柚子鹽味拉麵   http://bit.ly/2SG5nnE   
麵屋十八甲,243新北市泰山區仁德路135號,於2019年4月開幕，是以豚骨湯為主體的湯頭，深受在地民眾喜愛的小店，詳情請見下方食記。,週二~五 12:00~14:00、18:00~21:00週六~日 11:00~14:00、18:00~21:00週一 公休,同興公園,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Rock Wu - 豚骨拉麵   http://bit.ly/2t8f1IF   
松食堂,無提供地址資訊,創立於2017年8月，本店除了拉麵之外也有相當多飯食可供選擇，湯頭濃淡與麵條軟硬都能客製化調整，拉麵口味請參考下方麵友食記。,"週一-五 11:30–14:30, 17:00–21:00週六、日 11:00–15:00, 17:00–21:00",致理科技大學／捷運新埔站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Chris Chou - 濃厚豚骨拉麵   http://bit.ly/2NBDQRV   Nora Neko - 醬油雞湯拉麵   http://bit.ly/2LKudjl   邱炳憲 - 濃厚雞白湯拉麵   http://bit.ly/2NG07y9   
麵家三士-土城日月光店,"1f, No. 210號學府路二段土城區新北市236",本店位於日月光購物廣場內。「三士」是源自於日本明治維新三傑－西鄉隆盛、木戶孝允及大久保利通。其中西鄉隆盛更是是將薩摩島(即現今鹿兒島)的眼界拓展到世界的中心人物。「麵家三士」就是希望發揮明治維新三位志士的精神，要將最棒的鹿兒島拉麵推廣給全世界的人知道，而成立的品牌。三士拉麵的湯底是用豬骨，特別是頭骨以及蔬菜經過數十小時熬煮而成的半濁湯頭。,週日~四 11:00~21:30(L.O 21:00)週五~六 11:00~22:00(L.O 21:30),日月光購物廣場／捷運土城站步行9分,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #限定,魏志利 - 龍馬三士拉麵   http://bit.ly/2UUBfLb   程銘奕 - 華麗三士拉麵   http://bit.ly/2ZqWvXl   
泰拉風泰式拉麵,220新北市板橋區公館街33號,新北的泰式風味拉麵店，麵友主推泰式酸辣鮮蝦拉麵，若是喜愛泰式酸辣風味的麵友，可以前往一試。,11:30–14:00、17:30–21:30,板橋車站／捷運板橋站,#ramentw #台灣拉麵愛好會 #拉麵 #泰式,Mina Kao - 泰式酸辣鮮蝦拉麵   http://bit.ly/2uKMjLI   Mars Lin - 泰式綠咖哩叉燒沾麵   http://bit.ly/2LIQRsv   陳盈璋 - 泰式酸辣叉燒拉麵   http://bit.ly/2OdsnsL   
玄拉麵-北大店,237新北市三峽區國際一街66-2號,開幕於2016年6月(?)，是台北大學學生常光臨的店面之一，濃湯湯頭為豚骨湯底，店主亦會開發多樣性的拉麵口味，詳情請見下方食記。,11:00-14:00、17:00-21:00,台北大學,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,鄺宗易 - 担々麵   http://bit.ly/2w2JXYS   何禎哲 - 大蒜拳骨拉麵／叉燒豚骨拉麵(mini)   http://bit.ly/2HlBR3G   
火曜三番目,241新北市三重區中正北路284號,開幕於2020年1月30日，是以豚骨湯為主體，可察看下方網友食記。,11:00~14:00、16:00~21:00,三重商工,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Tsao Ray - 豚骨拉麵(濃口)   http://bit.ly/2UZLtbA   
彩 日式拉麵專賣店,25174新北市淡水區英專路2巷5號,開業於2013年1月，是淡水區域的拉麵小店，經濟實惠是該店的風格，受到許多學生族群與在地顧客的愛護，是淡水的人氣拉麵店。湯頭偏淡，屬於台式風格湯頭，是碗老少咸宜的拉麵，詳情可察看下方網友食記。,週一-三 11:30–14:30、16:30–20:30週四 未營業週五-日 11:30–20:30,淡水英專夜市／捷運淡水站步行2分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Stars Yang - 味噌拉麵   http://bit.ly/2NDW05s   
十劍拉麵(環球店),235新北市中和區中山路三段122號,位於環球購物中心三樓，是主打CP值以及豚骨湯為主軸的拉麵店，味道為台式湯頭，詳情可察看下方網友食記。,11:00–21:30(待確認),環球購物中心／開車至台64線中和方向下約6分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,林仕傑 - 特濃豚骨叉燒拉麵   http://bit.ly/2M5oQyD   
東京家系 衛門府豚骨ラーメン專門店,無提供地址資訊,開業於2016年5月，來自日本東京主廚的淡麗系豚骨拉麵，以屋台方式呈現是本店的特色，拉麵油度極低、鹹度偏高、價格平實，營業時間相當晚，深受三重在地人喜愛。,20:00–00:40週一、二 公休,三和夜市／捷運三重國小站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Mars Lin - 豚骨拉麵   http://bit.ly/2LJ1yei   But Ko - 豚骨拉麵   http://bit.ly/2Lg3bnP   Wendy Chen - 淡麗豚骨拉麵   http://bit.ly/2LEi6rr   
嬡京都拉麵,231新北市新店區建國路289號B1,開業於2017年8月，位於慈濟醫院美食街B1，是台灣目前少見的素食拉麵，並在點餐時可以客製化選擇素食或是奶蛋素，詳情可察看下方網友食記。,週一-日 09:00–20:30,台北慈濟醫院／捷運大坪林站走路10分,#ramentw #台灣拉麵愛好會 #拉麵 #素食,王安中 - 完熟番茄拉麵   http://bit.ly/2v966EN   
鐵家族 Fukurou360烘焙,236新北市土城區忠承路85號,粉專於2015年2月建立，本身是鳥越製粉，並有提供麵食與麵包，湯頭以豚骨為主軸，味道偏向台式風格。詳情請見下方食記。,11:00~18:00週六、日 公休,捷運永寧站,#ramentw #台灣拉麵愛好會 #拉麵,Anan Liu - 蔬菜風豚骨拉麵   https://bit.ly/2Kj1C5q   
琉球山日式拉麵店,251新北市淡水區北新路182巷59號,開業於2016年8月，是淡水區域的拉麵小店，經濟實惠是該店的風格，受到許多淡江學生族群與在地顧客的愛護，店家也在擺盤上有用心呈現。,週一-五 11:00–14:30、17:00–21:30週六 未營業週日 11:00–21:30,淡水北新路／捷運淡水站步行20分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,李夫人 - 九州豚骨拉麵   http://bit.ly/2A41DYR   Stars Yang - 辛味噌拉麵   http://bit.ly/2LMxQp1   Dolly Yang - 和歌山醬油拉麵   http://bit.ly/2NHrjfF   
麗人博多拉麵-板橋本店,220新北市板橋區重慶路37號,於2017年12月開幕，是目前板橋區域價格平實的拉麵店，詳細可參閱下方食記。,11:30~20:50,介壽公園／捷運府中站步行5分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Miranda Chang - 博多豚骨拉麵   http://bit.ly/2vaeUJt   
宮本九州天然豚骨拉麵専門店,無提供地址資訊,創立於2007年7月，餐點特色請參考麵友食記心得。,"週一 11:00–13:30, 17:00–20:30週三-日 11:00–13:30, 17:00–20:30週二 休息",大潤發景平店／捷運南勢角站,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,王宇璋 - 豚骨拉麵   https://bit.ly/3emTI94   莊祐銓 - 招牌叉燒豚骨拉麵   http://bit.ly/2O82pH2   Jin-Hong Liao - 大蒜叉燒豚骨拉麵   http://bit.ly/2uWPmzH   
蒔桐日式拉麵,242新北市新莊區龍安路236號,開業於2017年10月，湯頭為台式風格，詳情可察看下方網友食記。,11:30–14:30、17:30–20:30,寶雅龍安店,#ramentw #台灣拉麵愛好會 #拉麵,陳昭諺 - 台味蠔醬拉麵   http://bit.ly/2xEnfHa   
鐵丸十三堂-汐遠店,221新北市汐止區新台五路一段79號,此店位於遠東世界中心B1。開業於2017年7月，主打平價的豚骨湯頭，湯體偏淡麗台式，店內除豚骨拉麵之外，亦有飯食販售，此間頗受在地麵友喜愛，亦會不時推出限定麵食與麵友們同享，詳情可察看下方網友食記。,11:30–14:30週六、日 公休,遠東世界中心,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定,尹聖鈞 - 隱藏限定松露雞湯拉麵、札幌味噌拉麵   http://bit.ly/2Rgf0us   
今鶏 制湯所,231新北市新店區中央路151號5,此店於2020年3開業，位在京站小碧潭5樓，主打以雞湯為主的拉麵店，詳情可察看下方網友食記。,週日~四 11:00-21:30(Last Order 21:00)週五~六 11:00-22:00(Last Order 21:30),捷運小碧潭站,#ramentw #台灣拉麵愛好會 #拉麵 #雞湯,由你來寫第一篇   
麵屋一番-蘆洲店,247新北市蘆洲區成功路92號號,於2020年4月開業，以雞白湯為主軸，原味味道清爽，若需加鹹，請與店家先行告知，詳情可察看下方網友食記。,17:00~22:00(賣完)週一 公休,蘆洲夜市（中山停車場對面）,#ramentw #台灣拉麵愛好會 #拉麵 #雞白湯 #咖哩,谷祖豪 - 蛤蠣雞湯拉麵   https://bit.ly/2Goyag2   Stars Yang - 咖哩雞白湯拉麵   https://bit.ly/373phDH   丁閎 - 雞白湯拉麵   https://bit.ly/3kJoBrn   
(1115暫休)Merlin.m(1122重啟),237新北市三峽區大仁路27號,於2020年7月開業，是以豚湯為主體，店家企圖定義台灣拉麵意涵，以自我風格，使用台灣常用的調味手法，重新打造湯頭、麵條、調味因子，做出屬於店家想法的台灣拉麵，詳情可察看下方網友食記。,11:30~14:00﻿，17:30~20:00週一 公休11/15 - 11/21、11/23、11/30暫休其餘請洽粉專,三峽大仁路,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,陳聖諺 - 漢方豚骨拉麵   https://bit.ly/2ZPFGGp   
小高拉麵-中和興南店,235新北市中和區興南路一段85巷2號,約於2018年11月開幕，位於南勢角商圈內的拉麵小攤，本店主打以CP為主的豚骨拉麵，詳情請見下方食記。,18:00~22:00,麥當勞,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Matt Yang - 醬油豚骨拉麵   http://bit.ly/2MiwKWJ   Victor Lo - 醬油豚骨拉麵   http://bit.ly/2JPZqV4   林鑫昊 - 醬油豚骨／麻辣豚骨   http://bit.ly/391Y6HX   
