name,address,characteristics,time,transport,tags,reference
麵處小林-高雄店,813高雄市左營區博愛二路296號,開幕於2015年1月，是高雄在地首家的家系拉麵，詳情請見下方食記。,週一-日 11:30–14:30、17:00–21:00,明華國中步行2分,#ramentw #台灣拉麵愛好會 #家系 #豚骨 ,Raven Chen - 叉燒拌麵   https://bit.ly/39fPUGK   寒沐蝶 - 豚骨醬油拉麵   http://bit.ly/33gvoR6   寒沐蝶 - 雞白鹽味拉麵   http://bit.ly/2z2ZDMu   
麵屋武藏-武骨店,813高雄市左營區站前北路1號3樓,麵屋武藏系統店家中，以神社為主體架構的「武骨」店，使用象徵魚介豬骨的“白”、象徵蝦類的“紅”、象徵麻油的“黑”三種口味為主。,週日-週四：11:00-21:30（Last Order 20:45）週五-週六及例假日前一天：11:00-22:00 （Last Order 21:00）,新左營車站3樓,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #豚骨魚介,Huang Wei - 味玉叉燒濃厚角煮   http://bit.ly/2VTVsjg   Athena Wu - 白武骨拉麵/味玉白相傳沾麵   http://bit.ly/2POWOpB   
研田拉麵,804高雄市鼓山區美術東八街118號,開幕於2015年9月，是高雄區域少數主打醬油清湯的拉麵店，不定時推出的限定拉麵，更是滿足了眾多不同感受的味蕾，詳情請見下方食記。,11:30–14:00、17:30–20:30週四 公休額外公休日為：9/9(三)、9/11(五)、9/18(五)起將進行內部整修作業,美術東八街停車場,#ramentw #台灣拉麵愛好會,寒沐蝶 - 貳代醬油拉麵   https://bit.ly/3fOAYPa   寒沐蝶 - 女柚拉麵   https://bit.ly/2mTqqc9   寒沐蝶-雞白湯拉麵   http://bit.ly/2YUf8CZ   
北海道岩見沢拉麺　試行錯誤,801高雄市前金區五福三路57號,開業於2018年11月，來自於北海道岩見沢45395拉麵在大立精品館B1開幕，詳情可察看下方網友食記。,11:00—21:30,大立百貨,#ramentw #台灣拉麵愛好會 #拉麵 #二郎風,寒沐蝶 --北海道味噌沾麵   https://bit.ly/3m9SdOq   Candy Yang - 乾拌擔擔麵／蝦味味噌拉麵／味噌蔬菜拉麵／北海道鹽味拉麵   http://bit.ly/2Fs3y9L   林承鴻 - 咖哩拉麵   http://bit.ly/2KB7c5s   
北海道岩見沢拉麺　試行錯誤-大樂店,807高雄市三民區民族一路463號,開業於2020年1月15日，來自於北海道岩見沢45395拉麵在大樂百貨開幕，詳情可察看下方網友食記。,11:00—21:30,大樂百貨,#ramentw #台灣拉麵愛好會 #拉麵 #油拌麵 #豚骨,寒沐蝶 - 北海道味噌沾麵   https://bit.ly/3m9SdOq   Zion Huang - 蝦豚骨鹽味、北海道味噌   http://bit.ly/2SRVR2L   Candy Yang - 乾拌擔擔麵／蝦味味噌拉麵／味噌蔬菜拉麵／北海道鹽味拉麵   http://bit.ly/2Fs3y9L   
麵屋高,800高雄市新興區六合一路137號,開業於2019年5月，以豚骨湯為主軸，亦有販售泡系拉麵，詳情可察看下方網友食記。,週一-五 17:00–21:00週六-日 11:00–14:00、17:00–21:00週四 公休,華大商旅／六合一路,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,寒沐蝶 - 地獄叉燒拉麵   https://bit.ly/2EvAyQU   Syu Zen King - 天堂豚骨拉麵+天堂蔬菜拉麵   https://bit.ly/33lQsaZ   黃毓仁 - 豆漿拉麵   https://bit.ly/35peII6   
ラーメン麵柒八,830高雄市鳳山區中山路80號,開業於2019年6月，是以豚骨湯底為主體，一週只營業三天的屋台小店，每日限量78碗，此店皆受到在地麵友的好評，是屬於CP值的好店，詳情可察看下方網友食記。,週五-日 09:09~賣完週一-四 公休,新東陽鳳山店,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #CP值,寒沐蝶 - 魚子醬輕煮干醬油拉麵   https://bit.ly/38dF2GF   Aida Huang - 魚子醬輕煮干醬油拉麵   https://bit.ly/2YmApqi   Huang Wei - 濃厚正宗拉麵   https://bit.ly/2J5Z0HC   
貳水Aqua²拉麵の專賣店,807高雄市三民區建工路300號,開業於2020年4月11日，主打東京醬油拉麵，詳情可察看下方網友食記。,週二~五 17:00~21:00週六~日 11:30~14:00，17:00~21:00週一 公休,建工路,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #限定,沈育萱 - 松露牛肉醬油   https://bit.ly/35lL9aG   寒沐蝶 - 蒜味覺醒(限定)   https://bit.ly/2SuWnno   寒沐蝶 - 松露牛肉醬油拉麵   https://bit.ly/3cvRItH   
誠拉麵,830高雄市鳳山區文鳳路21號,開業於2020年4月，店主曾在麵屋祥修業，以豚湯為主軸，詳情可察看下方網友食記。,17:30~21:00週四 公休,文鳳路,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨 #豚清 #豚濃 #限定,吳筱涵 - 醬油拉麵   https://bit.ly/376nSfz   槭玥 - 雞骨+豚骨濃湯拉麵   https://bit.ly/3i5Sb7V   沈育萱 - 濃湯醬油拉麵   https://bit.ly/3bTqfTg   
屯京拉麵 高雄夢時代店,801高雄市前鎮區中華五路789號B1 B1,1992年源自東京池袋開店，主打是以豬大骨為基本，加上雞腳等素材，再調入特製秘方的香濃醬油所組成的東京豚骨拉麵。主打平價及CP值，是連鎖拉麵店好入門的一個選擇，此外香酥的炸雞也是該店的一大特色。,11:00–22:00,高雄夢時代,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨,YenYu Chen - 魚介叉燒拉麵   http://bit.ly/2mwBYi0   許嘉欽 - 超值東京豚骨拉麵   http://bit.ly/2Lctuv6   
麵屋秀,802高雄市苓雅區和平一路149-12號,開業於2017年4月，傳承於麵屋千代的手藝，主打平價的拉麵店，詳情請見下方麵友食記。,週一 17:30–21:00週二-六 11:30–14:00、17:30–21:00週日 11:30–14:00,高雄市立文化中心、和平一路步行3分,#ramentw #台灣拉麵愛好會 #拉麵,Daxon Tsai - 特製濃辛拉麵   http://bit.ly/2AoBvWQ   林承鴻 - 和歌山拉麵   http://bit.ly/2OI39qC   
麵場小船,830高雄市鳳山區自強二路116號,開業於2017年10月，湯頭以雞豚湯為主，以平價美味打動當地客人的味蕾，深受當地民眾喜愛，詳情可察看下方網友食記。,10:00–14:00、16:30–22:30週四 公休,自強二路／清心福全,#ramentw #台灣拉麵愛好會 #拉麵 #雞豚,寒沐蝶 - 招牌濃厚魚豚醬油拉麵   https://bit.ly/2Yadxui   寒沐蝶 - 大蒜豚辛拉麵   https://bit.ly/3dKO0xo   Huang Wei - 特盛濃厚魚豚醬油   http://bit.ly/33pkAjE   
豚骨醬油拉麵 初,806高雄市前鎮區忠勤路8號,此店在MLD台鋁內。開幕於2019年9月10日，是高雄在地豚骨系拉麵名店RAMEN初的二店，本店主打家系湯頭風格，詳情請見下方食記。,11:30~21:30,MLD台鋁／捷運獅甲站,#ramentw #台灣拉麵愛好會,Yunkey Chang - 溏心蛋家系拉麵   https://bit.ly/2WxV6yW   寒沐蝶 - 廣島風沾麵   https://bit.ly/3fpAZuc   寒沐蝶 - 糖心蛋豚骨醬油拉麵   http://bit.ly/2Q2eOzf   
萩豆乳拉麵,807高雄市三民區松江街213號,開業於2016年2月，店主從京都豆禪學業歸國，以台灣人最熟悉的豆乳食材為湯底，配合上等昆布及香菇所熬製而成的純素湯頭，有別於一般豚骨拉麵的濃厚口味，深受高雄當地的素食者喜愛。,11:00–14:00、17:00–20:00週二 公休,十全路、三民公園步行1分,#ramentw #台灣拉麵愛好會 #拉麵 #素食,楊漢庭 - 豆奶味噌拉麵   http://bit.ly/2O5D3IY   Ryan Jhan - 酒粕豆乳拉麵   http://bit.ly/2POR27q   劉孟誠 - 濃湯味噌豆乳拉麵   http://bit.ly/2q5tH6e   
麵屋趣,804高雄市鼓山區明華路231號1,開業於2020年4月15日，主打淡麗系品項，不定期會有限定小菜販售，詳情可察看下方網友食記。,11:00~22:00,明華路,#ramentw #台灣拉麵愛好會 #拉麵 #淡麗 #雞白湯 #雞清湯,Syu Zen King - 南瓜限定拉麵 https://bit.ly/2HTbYvy   李研碩 - 限定南瓜拉麵+豪華雞白湯拉麵   https://bit.ly/3e7siV9   寒沐蝶 - 雞清湯鹽味拉麵   https://bit.ly/3k0VPlo   
拉麵 廣田-青年夜市店,806高雄市前鎮區凱旋四路758號,本店開業於2018年9月，2019年11月遷移至現址，詳情可察看下方網友食記。,週四-日 17:00–23:00,青年夜市,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,雨天 - 豚骨拉麵/蒜頭豚骨醬油拉麵   http://bit.ly/2CQdRFW   
太陽蕃茄拉麵-左營新光店,81361高雄市左營區高鐵路123號B2,此店在高雄新光三越B2F。太陽蕃茄拉麵源自於日本「大阪王將」企業體系中的拉麵業態，「大阪王將」在日本當地及海外已擁有300餐廳以上的EAT&株式會社。品牌誕生的概念是「能保存美味及兼顧身體健康的日式拉麵」，第一家店誕生於2006年在日本東京的錦系町，以東京23區為中心開出17家店，而海外於2012年10月在台灣台北凱撒飯店B1美食廣場開出第一家，目前陸續籌畫展店中。太陽蕃茄拉麵以創新拉麵概念'「美味、美容、健康」，其創新獨特趕在日本及台灣人氣上昇中。,▎營業時間：(待確認)週日~週四11:00–22:00週五~週六11:00–22:30,左營新光三越／左營高鐵站,#ramentw #台灣拉麵愛好會 #拉麵 #雞清 #素食 #2019名店,Max Cheng - 太陽海味蝦拉麵   https://bit.ly/3eLexf4   Max Lin - 太陽滑蛋拉麵   https://bit.ly/2N77zWl   Daidai Huang - 野菇鮮蔬青醬拉麵   https://bit.ly/2wvGRx6   
太陽蕃茄拉麵-漢神本館店,801高雄市前金區成功一路266-1號號 B3,此店在高雄漢神本館B3F。太陽蕃茄拉麵源自於日本「大阪王將」企業體系中的拉麵業態，「大阪王將」在日本當地及海外已擁有300餐廳以上的EAT&株式會社。品牌誕生的概念是「能保存美味及兼顧身體健康的日式拉麵」，第一家店誕生於2006年在日本東京的錦系町，以東京23區為中心開出17家店，而海外於2012年10月在台灣台北凱撒飯店B1美食廣場開出第一家，目前陸續籌畫展店中。太陽蕃茄拉麵以創新拉麵概念'「美味、美容、健康」，其創新獨特趕在日本及台灣人氣上昇中。,11:30–22:00,漢神百貨,#ramentw #台灣拉麵愛好會 #拉麵 #雞清 #素食 #2019名店,Max Cheng - 太陽海味蝦拉麵   https://bit.ly/3eLexf4   Max Lin - 太陽滑蛋拉麵   https://bit.ly/2N77zWl   Daidai Huang - 野菇鮮蔬青醬拉麵   https://bit.ly/2wvGRx6   
叢林拉麵,800高雄市新興區忠孝一路10號,開幕於2015年11月，深受高雄在地民眾喜愛的深夜平價拉麵店，店家主推地獄拉麵，詳情可參閱下方麵友食記。,18:00–01:30,忠孝夜市步行2分,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Key Tsai - 博多豚骨   http://bit.ly/2CB5Oen   
叢林拉麵 裕誠店,813高雄市左營區裕誠路205號,開幕於2017年7月，深受高雄在地民眾喜愛的深夜平價拉麵店分店，店家主推地獄拉麵，詳情可參閱下方麵友食記。,週一-日 17:00–00:30,裕誠路、愛河旁，步行2分,#ramentw #台灣拉麵愛好會,Key Tsai - 博多豚骨   http://bit.ly/2CB5Oen   
赤麵廠 - 岡山店,820高雄市岡山區開元街87號,開業於2018年9月，是屬於屋台形式的連鎖拉麵店，味覺層次感較弱，豚骨口感層次扁平，首推天神豚骨拉麵，是碗老少咸宜的拉麵，詳情可察看下方網友食記。,週一~五 11:00~14:00，17:00~23:30週六~日 11:00~23:30週四 公休,台新銀行岡山分行,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,Jating Hong - 天神豚骨拉麵豪華版   http://bit.ly/2LMoMjZ   
ひろ 麵屋,811高雄市楠梓區土庫二路221號,粉專創立於2016年7月，以豚湯為主體，招牌為鹽味無骨牛小排拉麵，詳情可察看下方網友食記。,週二~五 16:00~23:00週六 11:30~14:00、18:00~21:00週日、一 公休,旺蓮素食店,#ramentw #台灣拉麵愛好會 #拉麵 #豚清湯,由你來寫第一篇   
希ラーメン拉麵,813高雄市左營區蓮潭路121號,開幕於2016年10月，前身為「神社一郎燒」，後更名為目前店名，湯體為台式口味，店家主推赤凰拉麵，詳情請見下方食記。,週一-五 17:30–21:30週六-日 11:30–14:00、17:30–21:30,護安寺,#ramentw #台灣拉麵愛好會 #拉麵,蘇漢民 - 赤凰   http://bit.ly/2FxwO1f   
招福製麵所-拉麵,830高雄市鳳山區青年路二段135號,開業於2020年2月，以豚骨湯為主軸，詳情可察看下方網友食記。,17:30~00:30週二 公休,百元專業染燙護,#ramentw #台灣拉麵愛好會 #拉麵  #豚骨,寒沐蝶 - 醬油豚骨拉麵   https://bit.ly/2W1lh0j   
富士達人日本拉麵中山店,800高雄市新興區中山二路472-1號,在富士山下之「お食事処達磨也」修練，1997年到台南公園路開拉麵店，至今已有二十年，傳承日本經營40年的經驗與並發揮淡中不失真味的精神堅持。本店採用日本達磨也總店相同原料，經獨特方式調味，遵循日本傳統熬煮方式，並導入去油膩吃健康之全新概念，發展出更符合大眾的口味，讓每位顧客享受到最大的滿足。,"週一-週五 11:00-14:30, 17:00-21:00週六-週日 11:00-21:45",新崛江商圈，中央公園站,#ramentw #台灣拉麵愛好會 #拉麵,王顥學 - 醬油拉麵   https://bit.ly/2zRsJ2P   
目黑拉麵,"號 No, No. 21民和路屏東市屏東縣900",開業於2016年10月，詳情可察看下方網友食記。,11:30–14:00、17:30–21:00,民生路與民和路交叉口步行1分,#ramentw #台灣拉麵愛好會 #拉麵,Yao Cheng Lee - 鹽味豚骨拉麵   http://bit.ly/2PaF8aR   Yao Cheng Lee - 東京醬油拉麵   http://bit.ly/2CtMIa2   
九州豚將日本拉麵-總店,806高雄市前鎮區一心二路190號,創立於1999年，本店為全國連鎖總本店，主打以超低價為號召，此風格深受當地居民喜愛，味道為清淡台式大眾風格，詳細情形請見下方食記。,週一 未營業週二-日 11:00–14:00、17:00–21:00,全聯一心二路店,#ramentw #台灣拉麵愛好會,Mudu Yang - 鹽味拉麵／特濃味噌拉麵   http://bit.ly/2yOY5pB   張廷禧 - 辛辛豚拉麵   http://bit.ly/2CX28og   
八幡 Yahata,900屏東縣屏東市廈門街1-1號,詳情參閱下方麵友食記。,週一公休週二-日 11:30-14:00、17:00-21:00,屏東市楠樹腳天后宮,#ramentw #台灣拉麵愛好會 #拉麵,日式拉麵 - 原味拉麵／醬油拉麵   http://bit.ly/2OwIuDO   曾秋和 - 徹濃厚雞白湯拉麵   http://bit.ly/2C2cnG6   
幸花拉麵雞白湯專門店,900屏東縣屏東市仁愛路28號,開業於2015年3月，以日本屋台形式的明太子烤餅為營業項目，2017年9月新增拉麵品項，並轉移至本址營業，本店為連鎖形態的總本店(待確認)，本店特色是以淡麗系雞白湯為主軸，詳情可察看下方網友食記。,11:00–14:00、18:00–22:00週日 未營業,合作金庫屏南分行,#ramentw #台灣拉麵愛好會 #拉麵,Soron Hsu-雞白湯拉麵(鹽味   http://bit.ly/37zCXDs   Ryan Jhan - 鹽味拉麵   http://bit.ly/2xSRxWa   
橫濱屋初代村田,80266高雄市苓雅區四維二路46號,開業於2019年10月，是以豚骨湯底為主體，屬二十年前橫濱區域地方拉麵風格，詳情可察看下方網友食記。,週一-五 17:30-賣完週六-日 11:30~13:30、17:30-賣完,台灣銀行,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,未定   
晴拉麵,80274高雄市苓雅區福德三路222號,於2020年1月19日開業，以大量的蔬果堆砌湯體層次，主打平價市場，可調整湯味鹹度，麵友們對此間的叉燒有較多的好評，詳情可察看下方網友食記。,週一~五 17:30~22:30週六~日 11:30~14:00，17:30~22:30週二 公休,五塊厝公園,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,寒沐蝶 - 醬油豚骨拉麵   https://bit.ly/3pwWUEL   槭玥 - 豚骨拉麵   https://bit.ly/33CYaMq   李孟庭 - 味噌拉麵   http://bit.ly/2Gi6Qww   
神山拉麵-高雄旗艦店,802高雄市苓雅區中華四路136號,開業於2019年7月，之後搬移至現址，來自關西的家系拉麵，口味為台日混合，詳情可察看下方網友食記。,11:00-14:00、17:00-21:00,中華四路,#ramentw #台灣拉麵愛好會,未定   
臥龍拉麵,813高雄市左營區明誠二路398號,開業於2020年4月，主打豚骨湯頭，詳情可察看下方網友食記。,11:30-14:30，17:30-21:30,明誠二路,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,由你來寫第一篇   
初代拉麵,900屏東縣屏東市民族路10-1號,開業於2015年11月，店家招牌為鹽味拉麵，詳情可察看下方網友食記。,週二 未營業週一、三-五 17:00–23:00週六-日 11:30–14:00、17:00–23:00,屏東民族夜市,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,吳俊青 - 鹽味豚骨   http://bit.ly/2ztfzcn   
餃子 太陽,900屏東縣屏東市屏東市西區公有零售市場食品23號,開幕於2020年4月12日，以平價為訴求的在地小店，詳情可察看下方網友食記。,17:00~23:00不定休,屏東市西區公有零售市場,#ramentw #台灣拉麵愛好會 #拉麵 #醬油,由你來寫第一篇   
山形心心拉麵-高雄五福店,800高雄市新興區五福二路194號,此店位於五福二路、林森一路交叉口。將製麵者的心跟客人的心連繫在一起，為紀念此願景日本山形總店取名為心心，在台灣也希望能用此日本傳統精神將日本跟台灣人的心彼此更加靠近，故與日本總店取同名。,16:00~23:00週一 公休,新崛江,#ramentw #台灣拉麵愛好會 #拉麵 #沾麵 #豚骨 #二郎風,寒沐蝶 - 豚野郎   https://bit.ly/3fmnf2A   楊德輝 - 辛味噌拉麵   https://bit.ly/2MOnHdw   林小逼 - 魚豚野郎(中)   https://bit.ly/2MrYVBz   
元町家 橫濱家系拉麵 -屏東店,900屏東縣屏東市公勇路62號1,預定開業於2020年7月15日，位於屏東車站1F驛站商場內，是屬於元町家的第二家店，亦是屬於屏東當地首間橫濱家系拉麵，詳情可察看下方網友食記。,11:00~22:00,屏東車站,#ramentw #台灣拉麵愛好會 #拉麵 #家系,王邦任 - 醬油拉麵   http://bit.ly/2SM1u3u   
一支炭拉麵屋,813高雄市左營區新庄仔路259號,於2020年7月開業，屋台造型，湯類以豚湯為主，叉燒是本店的主軸，詳情可察看下方網友食記。,18:00~23:00,漢神巨蛋,#ramentw #台灣拉麵愛好會 #拉麵 #豚骨,李昱樺 - 醬油豚骨   https://bit.ly/3iVrGnq   
品麵屋ラーメン,804高雄市鼓山區昌盛路29號,開業於2020年7月，是以雞白湯為主的拉麵店，詳情可察看下方網友食記。,18:00~24:00週一 公休,昌盛路／高雄巨蛋站,#ramentw #台灣拉麵愛好會 #拉麵 #雞白湯,寒沐蝶 - 肉多多鹽味雞白湯拉麵   https://bit.ly/2EUtMof   
食8番王者拉麵-成功店,806高雄市前鎮區中華五路1111號,開業於2020年7月3日，以【初丼】的【燒肉技術】，與【食八番拉麵】的【拉麵技術】聯合打造的二代目品牌，湯頭偏向淡麗豚骨風格，炙燒豬叉燒是本店亮點，詳情可察看下方網友食記。,11:00~21:00,家樂福成功店,#ramentw #台灣拉麵愛好會 #拉麵 # 豚骨,寒沐蝶 - 雞豬雙拼鹽味拉麵   https://bit.ly/3c98qQa   
